sigla_tribunal,procedimento,ramo_justica,sigla_grau,uf_oj,municipio_oj,id_ultimo_oj,nome,mes_cnm1,mes_sent,casos_novos_2025,julgados_2025,prim_sent2025,suspensos_2025,dessobrestados_2025,cumprimento_meta1,distm2_a,julgm2_a,suspm2_a,cumprimento_meta2a,distm2_b,julgm2_b,suspm2_b,cumprimento_meta2b,distm2_c,julgm2_c,suspm2_c,cumprimento_meta2c,distm2_ant,julgm2_ant,suspm2_ant,cumprimento_meta2ant,mes_senth,IC2024,IC2025,cumprimento_meta3,quant_sent24,quant_conc24,quant_sent25,quant_conc25,distm4_a,julgm4_a,suspm4_a,cumprimento_meta4a,distm4_b,julgm4_b,suspm4_b,cumprimento_meta4b,distm6_a,julgm6_a,suspm6_a,cumprimento_meta6a,distm7_a,julgm7_a,suspm7_a,cumprimento_meta7a,distm7_b,julgm7_b,suspm7_b,cumprimento_meta7b,distm8_a,julgm8_a,suspm8_a,cumprimento_meta8a,distm8_b,julgm8_b,suspm8_b,cumprimento_meta8b,distm10_a,julgm10_a,suspm10_a,cumprimento_meta10a,distm10_b,julgm10_b,suspm10_b,cumprimento_meta10b
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,04,0,2,2,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,08,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,02,,61,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,01,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,02,0,3,3,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,03,2,3,3,0,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,04,1,3,3,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,03,,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,02,0,2,2,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,03,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,04,0,1,0,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,04,,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,01,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,02,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,03,0,2,2,0,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,04,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,05,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,01,0,2,2,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,02,0,6,6,0,1,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,03,0,3,3,0,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,04,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,06,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,02,0,4,4,0,1,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,03,0,2,2,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,04,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,07,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,01,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,02,0,5,5,0,1,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,03,0,1,1,0,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,04,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,10,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,08,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,01,0,2,2,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,02,0,3,3,0,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,03,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,04,0,2,2,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,09,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJRR,Conhecimento criminal,Justiça Estadual,G1,RR,BOA VISTA,2775,2ª VARA CRIMINAL,10,01,0,4,4,0,0,Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
