sigla_tribunal,procedimento,ramo_justica,sigla_grau,uf_oj,municipio_oj,id_ultimo_oj,nome,mes_cnm1,mes_sent,casos_novos_2025,julgados_2025,prim_sent2025,suspensos_2025,dessobrestados_2025,cumprimento_meta1,distm2_a,julgm2_a,suspm2_a,cumprimento_meta2a,distm2_ant,julgm2_ant,suspm2_ant,desom2_ant,cumprimento_meta2ant,mes_senth,IC22_23,IC2025,cumprimento_meta3,quant_sent22_23,quant_conc22_23,quant_sent25,quant_conc25
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,01,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,02,7,7,7,0,0,100,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,03,49,49,49,0,0,100,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,04,14,14,14,0,0,100,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,05,2,2,2,0,0,100,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,01,,46,0,0,0,0,0,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,01,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,02,2,2,2,0,0,100,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,03,9,9,9,0,0,100,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,04,22,23,23,0,0,104.545454545455,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT22,Conhecimento não criminal,Justiça do Trabalho,G1,PI,BOM JESUS,30311,VARA DO TRABALHO DE BOM JESUS,02,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
