sigla_tribunal,procedimento,ramo_justica,sigla_grau,uf_oj,municipio_oj,id_ultimo_oj,nome,mes_cnm1,mes_sent,casos_novos_2025,julgados_2025,prim_sent2025,suspensos_2025,dessobrestados_2025,cumprimento_meta1,distm2_a,julgm2_a,suspm2_a,cumprimento_meta2a,distm2_ant,julgm2_ant,suspm2_ant,desom2_ant,cumprimento_meta2ant,mes_senth,IC22_23,IC2025,cumprimento_meta3,quant_sent22_23,quant_conc22_23,quant_sent25,quant_conc25
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,01,2,2,2,0,0,100,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,02,5,5,5,0,0,100,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,03,24,24,24,0,0,100,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,04,18,18,18,0,0,100,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,01,,31,0,0,0,0,0,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,01,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,02,5,5,5,0,0,100,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,03,19,19,19,0,0,100,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,04,6,6,6,0,0,100,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,02,,82,0,0,0,0,0,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,01,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,02,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,03,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,04,1,1,1,0,0,100,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,03,,95,0,0,0,0,0,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,01,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,02,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,03,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,04,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,04,,17,0,0,0,0,0,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,01,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,02,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,03,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,04,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,05,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,06,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,07,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,08,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,09,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,05,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRT8,Conhecimento não criminal,Justiça do Trabalho,G1,AP,MACAPA,20539,1ª Vara do Trabalho de Macapá,06,01,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,
